condition,variant,method,k,profile_id,name,gender,birth_year,cultural_background,hometown,life_events,rank,song,artist,year,relevance_reason,biographical_precision_1_5,cultural_appropriateness_1_5,notes
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,10,Mother And Child Reunion,Paul Simon,1972,"This song might resonate with Pauline's experience as a mother, particularly with the birth of her twin daughters in 1968.",,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",1,Girls Just Want To Have Fun,Cyndi Lauper,1984,"This song was a major hit during Rina's early twenties, a time when she was starting her career and forming lifelong friendships. Its upbeat and carefree nature might evoke memories of youthful joy and independence.",,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",2,Drive,The Cars,1984,This song was popular around the time Rina got married. Its introspective lyrics and soothing melody might resonate with her experiences of love and partnership.,,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",3,Rhythm Of The Night,Debarge,1985,"Released the same year Rina got married, this lively song can bring back memories of celebrations and dancing, possibly linked to her wedding festivities.",,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",4,Hard Habit To Break,Chicago,1985,This song's themes of love and longing might remind Rina of her early married life and the emotional bonds she formed during that time.,,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",5,Make It Real,The Jets,1988,"As Rina was raising her children, this song's themes of love and dreams could resonate with her experiences as a mother and her hopes for her family.",,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",6,Cool It Now,New Edition,1985,"This song's youthful energy and catchy rhythm might remind Rina of the vibrant community activities she participated in, such as volunteering and organizing dance workshops.",,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",7,Who's That Girl,Madonna,1987,"Madonna's influence in the 80s was significant, and this song might evoke memories of popular culture during Rina's young adulthood.",,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",8,Pop Muzik,M,1980,This song's upbeat and catchy tune could remind Rina of the early 80s when she was starting her career and exploring new opportunities.,,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",9,It's Still Rock And Roll To Me,Billy Joel,1980,"Billy Joel's music was popular during Rina's formative years, and this song might connect her to the music scene of her youth in New York.",,,
C_dense_k20,C,dense,20,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",10,Delta Dawn,Helen Reddy,1973,"Although released earlier, Helen Reddy's music was influential, and this song might resonate with Rina's experiences of empowerment and self-discovery.",,,
C_dense_k20,C,dense,20,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,1,Volare (Nel Blu Dipinto Di Blu),Dean Martin,1958,This song is a classic Italian-American hit that likely resonates with Giuseppe's cultural background and was popular during his late teenage years.,,,
C_dense_k20,C,dense,20,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,2,Sherry,The 4 Seasons,1962,"A popular song during the early 1960s, it aligns with Giuseppe's time of marriage and the expansion of his family business, capturing the vibrancy of that era.",,,
C_dense_k20,C,dense,20,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,3,Walk Like A Man,The 4 Seasons,1963,"This song was a hit during the time Giuseppe was expanding his family business, representing themes of confidence and growth.",,,
C_dense_k20,C,dense,20,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,4,Rag Doll,The 4 Seasons Featuring the 'Sound of Frankie Valli',1964,"A song from the mid-60s, a period of significant personal and professional development for Giuseppe.",,,
C_dense_k20,C,dense,20,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,5,Dawn (Go Away),The 4 Seasons,1964,"This song's release coincides with Giuseppe's active years in the carpentry business, potentially evoking memories of his work and community life.",,,
C_dense_k20,C,dense,20,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,6,Let's Hang On!,The 4 Seasons Featuring the 'Sound of Frankie Valli',1966,"A song that reflects the resilience and togetherness of family, important themes during Giuseppe's business expansion with his brothers.",,,
C_dense_k20,C,dense,20,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,7,The Wedding,June Valli,1959,"This song may remind Giuseppe of his own wedding in 1961, a significant life event.",,,
